model,dropout,surface,trial,rmse_bps,epp_bps,regime,asset,time_ms
SVI,0.6,25,0,863.3251059942593,0.0,low_vol,EURUSD,
CINN,0.6,25,0,1157.8124942259735,1.4210854715202004e-10,low_vol,EURUSD,4269.960165023804
MLP,0.6,25,0,1015.2468278004745,0.06683707311107961,low_vol,EURUSD,4222.488641738892
SVI,0.6,25,1,621.5470568675723,0.0,low_vol,EURUSD,
CINN,0.6,25,1,1199.4152618418677,1.4210854715202004e-10,low_vol,EURUSD,4775.073289871216
MLP,0.6,25,1,1096.8888268420214,209.78103520139513,low_vol,EURUSD,4362.512826919556
SVI,0.6,25,2,724.6010655528659,0.0,low_vol,EURUSD,
CINN,0.6,25,2,1161.1880760465763,1.4210854715202004e-10,low_vol,EURUSD,4243.953227996826
MLP,0.6,25,2,998.7114646993745,1.8009590108023985,low_vol,EURUSD,4310.969114303589
SVI,0.2,26,0,1023.8195227280937,0.0,stress,EURUSD,
CINN,0.2,26,0,1893.007521316426,0.0,stress,EURUSD,8418.413877487183
MLP,0.2,26,0,2306.3540073804716,0.0,stress,EURUSD,10185.819864273071
SVI,0.2,26,1,609.2677417436811,0.0,stress,EURUSD,
CINN,0.2,26,1,2086.4444962992116,0.0,stress,EURUSD,8651.475667953491
MLP,0.2,26,1,1343.0507578470022,0.0,stress,EURUSD,8656.946182250977
SVI,0.2,26,2,796.9292768880542,0.0,stress,EURUSD,
CINN,0.2,26,2,1199.8949515771958,0.0,stress,EURUSD,8511.913061141968
MLP,0.2,26,2,1388.5205206322105,0.0,stress,EURUSD,8524.441003799438
SVI,0.4,26,0,911.9566773823477,0.0,stress,EURUSD,
CINN,0.4,26,0,1925.5773911666836,0.0,stress,EURUSD,4330.504894256592
MLP,0.4,26,0,2010.794293668999,0.0,stress,EURUSD,4356.980323791504
SVI,0.4,26,1,1134.9329749611184,0.0,stress,EURUSD,
CINN,0.4,26,1,1448.380800259375,0.0,stress,EURUSD,4384.521961212158
MLP,0.4,26,1,1558.3874859721013,0.0,stress,EURUSD,4360.980272293091
SVI,0.4,26,2,1515.328592424624,0.0,stress,EURUSD,
CINN,0.4,26,2,1320.2917503993604,0.0,stress,EURUSD,4371.513366699219
MLP,0.4,26,2,885.3010777393948,0.0,stress,EURUSD,4373.983144760132
SVI,0.6,26,0,1571.7629026917416,0.0,stress,EURUSD,
CINN,0.6,26,0,1508.0178931541184,0.0,stress,EURUSD,4201.473951339722
MLP,0.6,26,0,1834.3659489105178,0.0,stress,EURUSD,4168.936967849731
SVI,0.6,26,1,1352.588325043825,0.0,stress,EURUSD,
CINN,0.6,26,1,1471.6289340134995,0.0,stress,EURUSD,4235.473394393921
MLP,0.6,26,1,1521.7792527481179,0.0,stress,EURUSD,4226.949453353882
SVI,0.6,26,2,1538.6898531017234,0.0,stress,EURUSD,
CINN,0.6,26,2,1396.5436787599187,0.0,stress,EURUSD,4320.493221282959
MLP,0.6,26,2,1427.210702723805,0.0,stress,EURUSD,4240.95344543457
SVI,0.2,27,0,348.4369728516701,0.0,normal,EURUSD,
CINN,0.2,27,0,1566.199411977014,0.0,normal,EURUSD,8585.4651927948
MLP,0.2,27,0,943.6301824116514,0.0,normal,EURUSD,8599.462509155273
SVI,0.2,27,1,663.0454991997352,0.0,normal,EURUSD,
CINN,0.2,27,1,1257.1583740906017,0.0,normal,EURUSD,8809.509754180908
MLP,0.2,27,1,1125.854676824368,0.0,normal,EURUSD,8570.467710494995
SVI,0.2,27,2,580.4019599281376,0.0,normal,EURUSD,
CINN,0.2,27,2,1148.7679471583342,0.0,normal,EURUSD,8775.503396987915
MLP,0.2,27,2,1078.863024736707,0.0,normal,EURUSD,8602.47778892517
SVI,0.4,27,0,516.1250110574092,0.0,normal,EURUSD,
CINN,0.4,27,0,1143.466679508851,0.0,normal,EURUSD,4369.982004165649
MLP,0.4,27,0,1839.260710771955,0.0,normal,EURUSD,4486.534357070923
SVI,0.4,27,1,793.7540177619737,0.0,normal,EURUSD,
CINN,0.4,27,1,1339.6338702200433,0.0,normal,EURUSD,4324.971675872803
MLP,0.4,27,1,1660.3835008640124,0.0,normal,EURUSD,4442.52347946167
SVI,0.4,27,2,624.9675219343428,0.0,normal,EURUSD,
CINN,0.4,27,2,867.0522896735852,0.0,normal,EURUSD,4403.989315032959
MLP,0.4,27,2,931.5146184302162,0.0,normal,EURUSD,4460.002422332764
SVI,0.6,27,0,502.57391698309715,0.0,normal,EURUSD,
CINN,0.6,27,0,1079.1392750110952,0.0,normal,EURUSD,4226.950168609619
MLP,0.6,27,0,1406.6033662372229,0.0,normal,EURUSD,4364.511966705322
SVI,0.6,27,1,865.3720334590033,0.0,normal,EURUSD,
CINN,0.6,27,1,1259.758242787855,0.0,normal,EURUSD,4242.953062057495
MLP,0.6,27,1,1269.060244186979,0.0,normal,EURUSD,4271.960258483887
SVI,0.6,27,2,834.3020207919899,0.0,normal,EURUSD,
CINN,0.6,27,2,921.4043796936346,0.0,normal,EURUSD,4269.959211349487
MLP,0.6,27,2,1070.0731741958748,0.0,normal,EURUSD,4346.50993347168
SVI,0.2,28,0,779.5587082842716,0.0,low_vol,EURUSD,
CINN,0.2,28,0,627.3623902470292,0.0,low_vol,EURUSD,8634.471416473389
MLP,0.2,28,0,1122.5718506897406,0.0,low_vol,EURUSD,8773.501873016357
SVI,0.2,28,1,511.42214664484356,0.0,low_vol,EURUSD,
CINN,0.2,28,1,575.634445279825,0.0,low_vol,EURUSD,8562.459468841553
MLP,0.2,28,1,681.2926822826015,0.0,low_vol,EURUSD,8527.91690826416
SVI,0.2,28,2,537.4919451359731,0.0,low_vol,EURUSD,
CINN,0.2,28,2,827.9435438670314,0.0,low_vol,EURUSD,8485.907554626465
MLP,0.2,28,2,1143.0864602133647,2.2697623924555765,low_vol,EURUSD,8659.471035003662
SVI,0.4,28,0,725.6181108316209,0.0,low_vol,EURUSD,
CINN,0.4,28,0,1417.2649599266026,0.0,low_vol,EURUSD,8170.366048812866
MLP,0.4,28,0,887.52133323579,0.0,low_vol,EURUSD,8252.379894256592
SVI,0.4,28,1,720.3369048970808,0.0,low_vol,EURUSD,
CINN,0.4,28,1,1330.641142425105,1.4210854715202004e-10,low_vol,EURUSD,4434.530258178711
MLP,0.4,28,1,673.8202467338747,0.0,low_vol,EURUSD,4368.982791900635
SVI,0.4,28,2,751.5330461362286,0.0,low_vol,EURUSD,
CINN,0.4,28,2,1212.2518263834393,1.4210854715202004e-10,low_vol,EURUSD,4406.5234661102295
MLP,0.4,28,2,1710.8311381858862,0.0,low_vol,EURUSD,4385.986089706421
SVI,0.6,28,0,790.7773168273236,0.0,low_vol,EURUSD,
CINN,0.6,28,0,693.3312082574331,0.0,low_vol,EURUSD,4405.516862869263
MLP,0.6,28,0,978.4855129947783,0.0,low_vol,EURUSD,4296.965599060059
SVI,0.6,28,1,717.1094016604977,0.0,low_vol,EURUSD,
CINN,0.6,28,1,1225.6980482256038,1.4210854715202004e-10,low_vol,EURUSD,4340.50989151001
MLP,0.6,28,1,1115.4779802854637,6.373694242616801,low_vol,EURUSD,4277.961730957031
SVI,0.6,28,2,782.6527017840156,0.0,low_vol,EURUSD,
CINN,0.6,28,2,890.9114544732813,0.0,low_vol,EURUSD,4312.507152557373
MLP,0.6,28,2,1714.7651815216598,0.0,low_vol,EURUSD,4269.959211349487
SVI,0.2,29,0,461.4385769673605,0.0,stress,EURUSD,
CINN,0.2,29,0,1116.9396279280809,0.0,stress,EURUSD,8584.929943084717
MLP,0.2,29,0,1783.030072630876,0.0,stress,EURUSD,8663.474798202515
SVI,0.2,29,1,833.0452779308056,0.0,stress,EURUSD,
CINN,0.2,29,1,1561.9382749551462,0.0,stress,EURUSD,8600.462913513184
MLP,0.2,29,1,1111.153377367892,0.0,stress,EURUSD,8645.469188690186
SVI,0.2,29,2,1220.2076013349706,0.0,stress,EURUSD,
CINN,0.2,29,2,2183.5301120378963,0.0,stress,EURUSD,8529.451131820679
MLP,0.2,29,2,1799.1170362924886,0.0,stress,EURUSD,8374.882698059082
SVI,0.4,29,0,1191.4862230687204,0.0,stress,EURUSD,
CINN,0.4,29,0,1307.5882093533846,0.0,stress,EURUSD,4377.9847621917725
MLP,0.4,29,0,1093.282191233357,0.0,stress,EURUSD,4455.001354217529
SVI,0.4,29,1,1032.206700927781,0.0,stress,EURUSD,
CINN,0.4,29,1,2171.432068701048,0.0,stress,EURUSD,4369.98176574707
MLP,0.4,29,1,1439.2364598754132,0.0,stress,EURUSD,4408.991098403931
SVI,0.4,29,2,1198.3730606439485,0.0,stress,EURUSD,
CINN,0.4,29,2,1625.3493405681927,0.0,stress,EURUSD,4322.97158241272
MLP,0.4,29,2,1687.5568362813801,0.0,stress,EURUSD,4375.983953475952
SVI,0.6,29,0,892.1002737568289,0.0,stress,EURUSD,
CINN,0.6,29,0,1787.9499548100466,0.0,stress,EURUSD,4289.964199066162
MLP,0.6,29,0,1850.5640712245183,0.0,stress,EURUSD,4342.975616455078
SVI,0.6,29,1,1459.9164480005109,0.0,stress,EURUSD,
CINN,0.6,29,1,2062.603590296557,0.0,stress,EURUSD,4233.9513301849365
MLP,0.6,29,1,2851.796194643021,0.0,stress,EURUSD,4308.495759963989
SVI,0.6,29,2,1185.3995372278296,0.0,stress,EURUSD,
CINN,0.6,29,2,2227.9960701019663,0.0,stress,EURUSD,4242.952823638916
MLP,0.6,29,2,1912.353044272151,0.0,stress,EURUSD,4287.4956130981445
